Province_State,Country_Region,Date,Recoveries
Jiangsu,China,2020-02-08,51
Jiangxi,China,2020-02-08,55
Jilin,China,2020-02-08,4
Liaoning,China,2020-02-08,8
Macau,China,2020-02-08,1
Ningxia,China,2020-02-08,15
Qinghai,China,2020-02-08,3
Shaanxi,China,2020-02-08,20
Shandong,China,2020-02-08,44
Shanghai,China,2020-02-08,41
Shanxi,China,2020-02-08,21
Sichuan,China,2020-02-08,60
Tianjin,China,2020-02-08,4
Tibet,China,2020-02-08,0
Xinjiang,China,2020-02-08,0
Yunnan,China,2020-02-08,17
Zhejiang,China,2020-02-08,175
,Colombia,2020-02-08,0
,Congo (Brazzaville),2020-02-08,0
,Congo (Kinshasa),2020-02-08,0
,Costa Rica,2020-02-08,0
,Cote d'Ivoire,2020-02-08,0
,Croatia,2020-02-08,0
,Diamond Princess,2020-02-08,0
,Cuba,2020-02-08,0
,Cyprus,2020-02-08,0
,Czechia,2020-02-08,0
Faroe Islands,Denmark,2020-02-08,0
Greenland,Denmark,2020-02-08,0
,Denmark,2020-02-08,0
,Djibouti,2020-02-08,0
,Dominica,2020-02-08,0
,Dominican Republic,2020-02-08,0
,Ecuador,2020-02-08,0
,Egypt,2020-02-08,0
,El Salvador,2020-02-08,0
,Equatorial Guinea,2020-02-08,0
,Eritrea,2020-02-08,0
,Estonia,2020-02-08,0
,Eswatini,2020-02-08,0
,Ethiopia,2020-02-08,0
,Fiji,2020-02-08,0
,Finland,2020-02-08,0
French Guiana,France,2020-02-08,0
French Polynesia,France,2020-02-08,0
Guadeloupe,France,2020-02-08,0
Martinique,France,2020-02-08,0
Mayotte,France,2020-02-08,0
New Caledonia,France,2020-02-08,0
Reunion,France,2020-02-08,0
Saint Barthelemy,France,2020-02-08,0
St Martin,France,2020-02-08,0
,France,2020-02-08,0
,Gabon,2020-02-08,0
,Gambia,2020-02-08,0
,Georgia,2020-02-08,0
,Germany,2020-02-08,0
,Ghana,2020-02-08,0
,Grenada,2020-02-08,0
,Greece,2020-02-08,0
,Guatemala,2020-02-08,0
,Guinea,2020-02-08,0
,Guinea-Bissau,2020-02-08,0
,Guyana,2020-02-08,0
,Haiti,2020-02-08,0
,Holy See,2020-02-08,0
,Honduras,2020-02-08,0
,Hungary,2020-02-08,0
,Iceland,2020-02-08,0
,India,2020-02-08,0
,Indonesia,2020-02-08,0
,Iran,2020-02-08,0
,Iraq,2020-02-08,0
,Ireland,2020-02-08,0
,Israel,2020-02-08,0
,Italy,2020-02-08,0
,Jamaica,2020-02-08,0
,Japan,2020-02-08,1
,Jordan,2020-02-08,0
,Kazakhstan,2020-02-08,0
,Kenya,2020-02-08,0
,"Korea, South",2020-02-08,1
,Kuwait,2020-02-08,0
,Kyrgyzstan,2020-02-08,0
,Latvia,2020-02-08,0
,Lebanon,2020-02-08,0
,Liberia,2020-02-08,0
,Libya,2020-02-08,0
,Liechtenstein,2020-02-08,0
,Lithuania,2020-02-08,0
,Luxembourg,2020-02-08,0
,Madagascar,2020-02-08,0
,Malaysia,2020-02-08,1
,Maldives,2020-02-08,0
,Mali,2020-02-08,0
,Malta,2020-02-08,0
,Mauritania,2020-02-08,0
,Mauritius,2020-02-08,0
,Mexico,2020-02-08,0
,Moldova,2020-02-08,0
,Monaco,2020-02-08,0
,Mongolia,2020-02-08,0
,Montenegro,2020-02-08,0
,Morocco,2020-02-08,0
,Mozambique,2020-02-08,0
,Namibia,2020-02-08,0
,Nepal,2020-02-08,0
Aruba,Netherlands,2020-02-08,0
Curacao,Netherlands,2020-02-08,0
Sint Maarten,Netherlands,2020-02-08,0
,Netherlands,2020-02-08,0
,New Zealand,2020-02-08,0
,Nicaragua,2020-02-08,0
,Niger,2020-02-08,0
,Nigeria,2020-02-08,0
,North Macedonia,2020-02-08,0
,Norway,2020-02-08,0
,Oman,2020-02-08,0
,Pakistan,2020-02-08,0
,Panama,2020-02-08,0
,Papua New Guinea,2020-02-08,0
,Paraguay,2020-02-08,0
,Peru,2020-02-08,0
,Philippines,2020-02-08,0
,Poland,2020-02-08,0
,Portugal,2020-02-08,0
,Qatar,2020-02-08,0
,Romania,2020-02-08,0
,Russia,2020-02-08,0
,Rwanda,2020-02-08,0
,Saint Kitts and Nevis,2020-02-08,0
,Saint Lucia,2020-02-08,0
,Saint Vincent and the Grenadines,2020-02-08,0
,San Marino,2020-02-08,0
,Saudi Arabia,2020-02-08,0
,Senegal,2020-02-08,0
,Serbia,2020-02-08,0
,Seychelles,2020-02-08,0
,Singapore,2020-02-08,2
,Slovakia,2020-02-08,0
,Slovenia,2020-02-08,0
,Somalia,2020-02-08,0
,South Africa,2020-02-08,0
,Spain,2020-02-08,0
,Sri Lanka,2020-02-08,1
,Sudan,2020-02-08,0
,Suriname,2020-02-08,0
,Sweden,2020-02-08,0
,Switzerland,2020-02-08,0
,Syria,2020-02-08,0
,Taiwan*,2020-02-08,1
,Tanzania,2020-02-08,0
,Thailand,2020-02-08,10
,Timor-Leste,2020-02-08,0
,Togo,2020-02-08,0
,Trinidad and Tobago,2020-02-08,0
,Tunisia,2020-02-08,0
,Turkey,2020-02-08,0
,Uganda,2020-02-08,0
,Ukraine,2020-02-08,0
,United Arab Emirates,2020-02-08,0
Bermuda,United Kingdom,2020-02-08,0
Cayman Islands,United Kingdom,2020-02-08,0
Channel Islands,United Kingdom,2020-02-08,0
Gibraltar,United Kingdom,2020-02-08,0
Isle of Man,United Kingdom,2020-02-08,0
Montserrat,United Kingdom,2020-02-08,0
,United Kingdom,2020-02-08,0
,Uruguay,2020-02-08,0
,US,2020-02-08,0
,Uzbekistan,2020-02-08,0
,Venezuela,2020-02-08,0
,Vietnam,2020-02-08,1
,Zambia,2020-02-08,0
,Zimbabwe,2020-02-08,0
,West Bank and Gaza,2020-02-08,0
,Laos,2020-02-08,0
,Kosovo,2020-02-08,0
,Burma,2020-02-08,0
Anguilla,United Kingdom,2020-02-08,0
British Virgin Islands,United Kingdom,2020-02-08,0
Turks and Caicos Islands,United Kingdom,2020-02-08,0
,MS Zaandam,2020-02-08,0
,Afghanistan,2020-02-09,0
,Albania,2020-02-09,0
,Algeria,2020-02-09,0
,Andorra,2020-02-09,0
,Angola,2020-02-09,0
,Antigua and Barbuda,2020-02-09,0
,Argentina,2020-02-09,0
,Armenia,2020-02-09,0
Australian Capital Territory,Australia,2020-02-09,0
New South Wales,Australia,2020-02-09,2
Northern Territory,Australia,2020-02-09,0
Queensland,Australia,2020-02-09,0
South Australia,Australia,2020-02-09,0
Tasmania,Australia,2020-02-09,0
Victoria,Australia,2020-02-09,0
Western Australia,Australia,2020-02-09,0
,Austria,2020-02-09,0
,Azerbaijan,2020-02-09,0
,Bahamas,2020-02-09,0
,Bahrain,2020-02-09,0
,Bangladesh,2020-02-09,0
,Barbados,2020-02-09,0
,Belarus,2020-02-09,0
,Belgium,2020-02-09,0
,Belize,2020-02-09,0
,Benin,2020-02-09,0
,Bhutan,2020-02-09,0
,Bolivia,2020-02-09,0
,Bosnia and Herzegovina,2020-02-09,0
,Brazil,2020-02-09,0
,Brunei,2020-02-09,0
,Bulgaria,2020-02-09,0
,Burkina Faso,2020-02-09,0
,Cabo Verde,2020-02-09,0
,Cambodia,2020-02-09,0
,Cameroon,2020-02-09,0
,Canada,2020-02-09,0
,Central African Republic,2020-02-09,0
,Chad,2020-02-09,0
,Chile,2020-02-09,0
Anhui,China,2020-02-09,72
Beijing,China,2020-02-09,37
Chongqing,China,2020-02-09,51
Fujian,China,2020-02-09,35
Gansu,China,2020-02-09,16
Guangdong,China,2020-02-09,141
Guangxi,China,2020-02-09,18
Guizhou,China,2020-02-09,7
Hainan,China,2020-02-09,19
Hebei,China,2020-02-09,34
Heilongjiang,China,2020-02-09,14
Henan,China,2020-02-09,153
Hong Kong,China,2020-02-09,0
Hubei,China,2020-02-09,1795
Hunan,China,2020-02-09,186
Inner Mongolia,China,2020-02-09,5
Jiangsu,China,2020-02-09,71
Jiangxi,China,2020-02-09,73
Jilin,China,2020-02-09,12
Liaoning,China,2020-02-09,12
Macau,China,2020-02-09,1
Ningxia,China,2020-02-09,13
Qinghai,China,2020-02-09,3
Shaanxi,China,2020-02-09,25
Shandong,China,2020-02-09,63
Shanghai,China,2020-02-09,44
Shanxi,China,2020-02-09,25
Sichuan,China,2020-02-09,71
Tianjin,China,2020-02-09,4
Tibet,China,2020-02-09,0
Xinjiang,China,2020-02-09,0
Yunnan,China,2020-02-09,18
Zhejiang,China,2020-02-09,201
,Colombia,2020-02-09,0
,Congo (Brazzaville),2020-02-09,0
,Congo (Kinshasa),2020-02-09,0
,Costa Rica,2020-02-09,0
,Cote d'Ivoire,2020-02-09,0
,Croatia,2020-02-09,0
,Diamond Princess,2020-02-09,0
,Cuba,2020-02-09,0
,Cyprus,2020-02-09,0
,Czechia,2020-02-09,0
Faroe Islands,Denmark,2020-02-09,0
Greenland,Denmark,2020-02-09,0
,Denmark,2020-02-09,0
,Djibouti,2020-02-09,0
,Dominica,2020-02-09,0
,Dominican Republic,2020-02-09,0
,Ecuador,2020-02-09,0
,Egypt,2020-02-09,0
,El Salvador,2020-02-09,0
,Equatorial Guinea,2020-02-09,0
,Eritrea,2020-02-09,0
,Estonia,2020-02-09,0
,Eswatini,2020-02-09,0
,Ethiopia,2020-02-09,0
,Fiji,2020-02-09,0
,Finland,2020-02-09,0
French Guiana,France,2020-02-09,0
French Polynesia,France,2020-02-09,0
Guadeloupe,France,2020-02-09,0
Martinique,France,2020-02-09,0
Mayotte,France,2020-02-09,0
New Caledonia,France,2020-02-09,0
Reunion,France,2020-02-09,0
Saint Barthelemy,France,2020-02-09,0
St Martin,France,2020-02-09,0
,France,2020-02-09,0
,Gabon,2020-02-09,0
,Gambia,2020-02-09,0
,Georgia,2020-02-09,0
,Germany,2020-02-09,0
,Ghana,2020-02-09,0
,Grenada,2020-02-09,0
,Greece,2020-02-09,0
,Guatemala,2020-02-09,0
,Guinea,2020-02-09,0
,Guinea-Bissau,2020-02-09,0
,Guyana,2020-02-09,0
,Haiti,2020-02-09,0
,Holy See,2020-02-09,0
,Honduras,2020-02-09,0
,Hungary,2020-02-09,0
,Iceland,2020-02-09,0
,India,2020-02-09,0
,Indonesia,2020-02-09,0
,Iran,2020-02-09,0
,Iraq,2020-02-09,0
,Ireland,2020-02-09,0
,Israel,2020-02-09,0
,Italy,2020-02-09,0
,Jamaica,2020-02-09,0
,Japan,2020-02-09,1
,Jordan,2020-02-09,0
,Kazakhstan,2020-02-09,0
,Kenya,2020-02-09,0
,"Korea, South",2020-02-09,3
,Kuwait,2020-02-09,0
,Kyrgyzstan,2020-02-09,0
,Latvia,2020-02-09,0
,Lebanon,2020-02-09,0
,Liberia,2020-02-09,0
,Libya,2020-02-09,0
,Liechtenstein,2020-02-09,0
,Lithuania,2020-02-09,0
,Luxembourg,2020-02-09,0
,Madagascar,2020-02-09,0
,Malaysia,2020-02-09,1
,Maldives,2020-02-09,0
,Mali,2020-02-09,0
,Malta,2020-02-09,0
,Mauritania,2020-02-09,0
,Mauritius,2020-02-09,0
,Mexico,2020-02-09,0
,Moldova,2020-02-09,0
,Monaco,2020-02-09,0
,Mongolia,2020-02-09,0
,Montenegro,2020-02-09,0
,Morocco,2020-02-09,0
,Mozambique,2020-02-09,0
,Namibia,2020-02-09,0
,Nepal,2020-02-09,0
Aruba,Netherlands,2020-02-09,0
Curacao,Netherlands,2020-02-09,0
Sint Maarten,Netherlands,2020-02-09,0
,Netherlands,2020-02-09,0
,New Zealand,2020-02-09,0
,Nicaragua,2020-02-09,0
,Niger,2020-02-09,0
,Nigeria,2020-02-09,0
,North Macedonia,2020-02-09,0
,Norway,2020-02-09,0
,Oman,2020-02-09,0
,Pakistan,2020-02-09,0
,Panama,2020-02-09,0
,Papua New Guinea,2020-02-09,0
,Paraguay,2020-02-09,0
,Peru,2020-02-09,0
,Philippines,2020-02-09,0
,Poland,2020-02-09,0
,Portugal,2020-02-09,0
,Qatar,2020-02-09,0
,Romania,2020-02-09,0
,Russia,2020-02-09,0
,Rwanda,2020-02-09,0
,Saint Kitts and Nevis,2020-02-09,0
,Saint Lucia,2020-02-09,0
,Saint Vincent and the Grenadines,2020-02-09,0
,San Marino,2020-02-09,0
,Saudi Arabia,2020-02-09,0
,Senegal,2020-02-09,0
,Serbia,2020-02-09,0
,Seychelles,2020-02-09,0
,Singapore,2020-02-09,2
,Slovakia,2020-02-09,0
,Slovenia,2020-02-09,0
,Somalia,2020-02-09,0
,South Africa,2020-02-09,0
,Spain,2020-02-09,0
,Sri Lanka,2020-02-09,1
,Sudan,2020-02-09,0
,Suriname,2020-02-09,0
,Sweden,2020-02-09,0
,Switzerland,2020-02-09,0
,Syria,2020-02-09,0
,Taiwan*,2020-02-09,1
,Tanzania,2020-02-09,0
,Thailand,2020-02-09,10
,Timor-Leste,2020-02-09,0
,Togo,2020-02-09,0
,Trinidad and Tobago,2020-02-09,0
,Tunisia,2020-02-09,0
,Turkey,2020-02-09,0
,Uganda,2020-02-09,0
,Ukraine,2020-02-09,0
,United Arab Emirates,2020-02-09,0
Bermuda,United Kingdom,2020-02-09,0
Cayman Islands,United Kingdom,2020-02-09,0
Channel Islands,United Kingdom,2020-02-09,0
Gibraltar,United Kingdom,2020-02-09,0
Isle of Man,United Kingdom,2020-02-09,0
Montserrat,United Kingdom,2020-02-09,0
,United Kingdom,2020-02-09,0
,Uruguay,2020-02-09,0
,US,2020-02-09,3
,Uzbekistan,2020-02-09,0
,Venezuela,2020-02-09,0
,Vietnam,2020-02-09,1
,Zambia,2020-02-09,0
,Zimbabwe,2020-02-09,0
,West Bank and Gaza,2020-02-09,0
,Laos,2020-02-09,0
,Kosovo,2020-02-09,0
,Burma,2020-02-09,0
Anguilla,United Kingdom,2020-02-09,0
British Virgin Islands,United Kingdom,2020-02-09,0
Turks and Caicos Islands,United Kingdom,2020-02-09,0
,MS Zaandam,2020-02-09,0
,Afghanistan,2020-02-10,0
,Albania,2020-02-10,0
,Algeria,2020-02-10,0
,Andorra,2020-02-10,0
,Angola,2020-02-10,0
,Antigua and Barbuda,2020-02-10,0
,Argentina,2020-02-10,0
,Armenia,2020-02-10,0
Australian Capital Territory,Australia,2020-02-10,0
New South Wales,Australia,2020-02-10,2
Northern Territory,Australia,2020-02-10,0
Queensland,Australia,2020-02-10,0
South Australia,Australia,2020-02-10,0
Tasmania,Australia,2020-02-10,0
Victoria,Australia,2020-02-10,0
Western Australia,Australia,2020-02-10,0
,Austria,2020-02-10,0
,Azerbaijan,2020-02-10,0
,Bahamas,2020-02-10,0
,Bahrain,2020-02-10,0
,Bangladesh,2020-02-10,0
,Barbados,2020-02-10,0
,Belarus,2020-02-10,0
,Belgium,2020-02-10,0
,Belize,2020-02-10,0
,Benin,2020-02-10,0
,Bhutan,2020-02-10,0
,Bolivia,2020-02-10,0
,Bosnia and Herzegovina,2020-02-10,0
,Brazil,2020-02-10,0
,Brunei,2020-02-10,0
,Bulgaria,2020-02-10,0
,Burkina Faso,2020-02-10,0
,Cabo Verde,2020-02-10,0
,Cambodia,2020-02-10,0
,Cameroon,2020-02-10,0
,Canada,2020-02-10,0
,Central African Republic,2020-02-10,0
,Chad,2020-02-10,0
,Chile,2020-02-10,0
Anhui,China,2020-02-10,88
Beijing,China,2020-02-10,44
Chongqing,China,2020-02-10,66
Fujian,China,2020-02-10,39
Gansu,China,2020-02-10,17
Guangdong,China,2020-02-10,167
Guangxi,China,2020-02-10,24
Guizhou,China,2020-02-10,10
Hainan,China,2020-02-10,19
Hebei,China,2020-02-10,41
Heilongjiang,China,2020-02-10,30
Henan,China,2020-02-10,191
Hong Kong,China,2020-02-10,0
Hubei,China,2020-02-10,2222
Hunan,China,2020-02-10,208
Inner Mongolia,China,2020-02-10,5
Jiangsu,China,2020-02-10,81
Jiangxi,China,2020-02-10,105
Jilin,China,2020-02-10,13
Liaoning,China,2020-02-10,13
Macau,China,2020-02-10,1
Ningxia,China,2020-02-10,13
Qinghai,China,2020-02-10,3
Shaanxi,China,2020-02-10,30
Shandong,China,2020-02-10,66
Shanghai,China,2020-02-10,48
Shanxi,China,2020-02-10,25
Sichuan,China,2020-02-10,80
Tianjin,China,2020-02-10,8
Tibet,China,2020-02-10,0
Xinjiang,China,2020-02-10,0
Yunnan,China,2020-02-10,19
Zhejiang,China,2020-02-10,242
,Colombia,2020-02-10,0
,Congo (Brazzaville),2020-02-10,0
,Congo (Kinshasa),2020-02-10,0
,Costa Rica,2020-02-10,0
,Cote d'Ivoire,2020-02-10,0
,Croatia,2020-02-10,0
,Diamond Princess,2020-02-10,0
,Cuba,2020-02-10,0
,Cyprus,2020-02-10,0
,Czechia,2020-02-10,0
Faroe Islands,Denmark,2020-02-10,0
Greenland,Denmark,2020-02-10,0
,Denmark,2020-02-10,0
,Djibouti,2020-02-10,0
,Dominica,2020-02-10,0
,Dominican Republic,2020-02-10,0
,Ecuador,2020-02-10,0
,Egypt,2020-02-10,0
,El Salvador,2020-02-10,0
,Equatorial Guinea,2020-02-10,0
,Eritrea,2020-02-10,0
,Estonia,2020-02-10,0
,Eswatini,2020-02-10,0
,Ethiopia,2020-02-10,0
,Fiji,2020-02-10,0
,Finland,2020-02-10,0
French Guiana,France,2020-02-10,0
French Polynesia,France,2020-02-10,0
Guadeloupe,France,2020-02-10,0
Martinique,France,2020-02-10,0
Mayotte,France,2020-02-10,0
New Caledonia,France,2020-02-10,0
Reunion,France,2020-02-10,0
Saint Barthelemy,France,2020-02-10,0
St Martin,France,2020-02-10,0
,France,2020-02-10,0
,Gabon,2020-02-10,0
,Gambia,2020-02-10,0
,Georgia,2020-02-10,0
,Germany,2020-02-10,0
,Ghana,2020-02-10,0
,Grenada,2020-02-10,0
,Greece,2020-02-10,0
,Guatemala,2020-02-10,0
,Guinea,2020-02-10,0
,Guinea-Bissau,2020-02-10,0
,Guyana,2020-02-10,0
,Haiti,2020-02-10,0
,Holy See,2020-02-10,0
,Honduras,2020-02-10,0
,Hungary,2020-02-10,0
,Iceland,2020-02-10,0
,India,2020-02-10,0
,Indonesia,2020-02-10,0
,Iran,2020-02-10,0
,Iraq,2020-02-10,0
,Ireland,2020-02-10,0
,Israel,2020-02-10,0
,Italy,2020-02-10,0
,Jamaica,2020-02-10,0
,Japan,2020-02-10,4
,Jordan,2020-02-10,0
,Kazakhstan,2020-02-10,0
,Kenya,2020-02-10,0
,"Korea, South",2020-02-10,3
,Kuwait,2020-02-10,0
,Kyrgyzstan,2020-02-10,0
,Latvia,2020-02-10,0
,Lebanon,2020-02-10,0
,Liberia,2020-02-10,0
,Libya,2020-02-10,0
,Liechtenstein,2020-02-10,0
,Lithuania,2020-02-10,0
,Luxembourg,2020-02-10,0
,Madagascar,2020-02-10,0
,Malaysia,2020-02-10,1
,Maldives,2020-02-10,0
,Mali,2020-02-10,0
,Malta,2020-02-10,0
,Mauritania,2020-02-10,0
,Mauritius,2020-02-10,0
,Mexico,2020-02-10,0
,Moldova,2020-02-10,0
,Monaco,2020-02-10,0
,Mongolia,2020-02-10,0
,Montenegro,2020-02-10,0
,Morocco,2020-02-10,0
,Mozambique,2020-02-10,0
,Namibia,2020-02-10,0
,Nepal,2020-02-10,0
Aruba,Netherlands,2020-02-10,0
Curacao,Netherlands,2020-02-10,0
Sint Maarten,Netherlands,2020-02-10,0
,Netherlands,2020-02-10,0
,New Zealand,2020-02-10,0
,Nicaragua,2020-02-10,0
,Niger,2020-02-10,0
,Nigeria,2020-02-10,0
,North Macedonia,2020-02-10,0
,Norway,2020-02-10,0
,Oman,2020-02-10,0
,Pakistan,2020-02-10,0
,Panama,2020-02-10,0
,Papua New Guinea,2020-02-10,0
,Paraguay,2020-02-10,0
,Peru,2020-02-10,0
,Philippines,2020-02-10,0
,Poland,2020-02-10,0
,Portugal,2020-02-10,0
,Qatar,2020-02-10,0
,Romania,2020-02-10,0
,Russia,2020-02-10,0
,Rwanda,2020-02-10,0
,Saint Kitts and Nevis,2020-02-10,0
,Saint Lucia,2020-02-10,0
,Saint Vincent and the Grenadines,2020-02-10,0
,San Marino,2020-02-10,0
,Saudi Arabia,2020-02-10,0
,Senegal,2020-02-10,0
,Serbia,2020-02-10,0
,Seychelles,2020-02-10,0
,Singapore,2020-02-10,2
,Slovakia,2020-02-10,0
,Slovenia,2020-02-10,0
,Somalia,2020-02-10,0
,South Africa,2020-02-10,0
,Spain,2020-02-10,0
,Sri Lanka,2020-02-10,1
,Sudan,2020-02-10,0
,Suriname,2020-02-10,0
,Sweden,2020-02-10,0
,Switzerland,2020-02-10,0
,Syria,2020-02-10,0
,Taiwan*,2020-02-10,1
,Tanzania,2020-02-10,0
,Thailand,2020-02-10,10
,Timor-Leste,2020-02-10,0
,Togo,2020-02-10,0
,Trinidad and Tobago,2020-02-10,0
,Tunisia,2020-02-10,0
,Turkey,2020-02-10,0
,Uganda,2020-02-10,0
,Ukraine,2020-02-10,0
,United Arab Emirates,2020-02-10,0
Bermuda,United Kingdom,2020-02-10,0
Cayman Islands,United Kingdom,2020-02-10,0
Channel Islands,United Kingdom,2020-02-10,0
Gibraltar,United Kingdom,2020-02-10,0
Isle of Man,United Kingdom,2020-02-10,0
Montserrat,United Kingdom,2020-02-10,0
,United Kingdom,2020-02-10,0
,Uruguay,2020-02-10,0
,US,2020-02-10,3
,Uzbekistan,2020-02-10,0
,Venezuela,2020-02-10,0
,Vietnam,2020-02-10,1
,Zambia,2020-02-10,0
,Zimbabwe,2020-02-10,0
,West Bank and Gaza,2020-02-10,0
,Laos,2020-02-10,0
,Kosovo,2020-02-10,0
,Burma,2020-02-10,0
Anguilla,United Kingdom,2020-02-10,0
British Virgin Islands,United Kingdom,2020-02-10,0
Turks and Caicos Islands,United Kingdom,2020-02-10,0
,MS Zaandam,2020-02-10,0
,Afghanistan,2020-02-11,0
,Albania,2020-02-11,0
,Algeria,2020-02-11,0
,Andorra,2020-02-11,0
,Angola,2020-02-11,0
,Antigua and Barbuda,2020-02-11,0
,Argentina,2020-02-11,0
,Armenia,2020-02-11,0
Australian Capital Territory,Australia,2020-02-11,0
New South Wales,Australia,2020-02-11,2
Northern Territory,Australia,2020-02-11,0
Queensland,Australia,2020-02-11,0
South Australia,Australia,2020-02-11,0
Tasmania,Australia,2020-02-11,0
Victoria,Australia,2020-02-11,0
Western Australia,Australia,2020-02-11,0
,Austria,2020-02-11,0
,Azerbaijan,2020-02-11,0
,Bahamas,2020-02-11,0
,Bahrain,2020-02-11,0
,Bangladesh,2020-02-11,0
,Barbados,2020-02-11,0
,Belarus,2020-02-11,0
,Belgium,2020-02-11,0
,Belize,2020-02-11,0
,Benin,2020-02-11,0
,Bhutan,2020-02-11,0
,Bolivia,2020-02-11,0
,Bosnia and Herzegovina,2020-02-11,0
,Brazil,2020-02-11,0
,Brunei,2020-02-11,0
,Bulgaria,2020-02-11,0
,Burkina Faso,2020-02-11,0
,Cabo Verde,2020-02-11,0
,Cambodia,2020-02-11,0
,Cameroon,2020-02-11,0
,Canada,2020-02-11,0
,Central African Republic,2020-02-11,0
,Chad,2020-02-11,0
,Chile,2020-02-11,0
Anhui,China,2020-02-11,105
Beijing,China,2020-02-11,48
Chongqing,China,2020-02-11,79
Fujian,China,2020-02-11,45
Gansu,China,2020-02-11,24
Guangdong,China,2020-02-11,212
Guangxi,China,2020-02-11,33
Guizhou,China,2020-02-11,17
Hainan,China,2020-02-11,20
Hebei,China,2020-02-11,48
Heilongjiang,China,2020-02-11,28
Henan,China,2020-02-11,218
Hong Kong,China,2020-02-11,0
Hubei,China,2020-02-11,2639
Hunan,China,2020-02-11,247
Inner Mongolia,China,2020-02-11,5
Jiangsu,China,2020-02-11,93
Jiangxi,China,2020-02-11,128
Jilin,China,2020-02-11,18
Liaoning,China,2020-02-11,19
Macau,China,2020-02-11,1
Ningxia,China,2020-02-11,22
Qinghai,China,2020-02-11,5
Shaanxi,China,2020-02-11,32
Shandong,China,2020-02-11,80
Shanghai,China,2020-02-11,52
Shanxi,China,2020-02-11,30
Sichuan,China,2020-02-11,85
Tianjin,China,2020-02-11,10
Tibet,China,2020-02-11,0
Xinjiang,China,2020-02-11,3
Yunnan,China,2020-02-11,20
Zhejiang,China,2020-02-11,270
,Colombia,2020-02-11,0
,Congo (Brazzaville),2020-02-11,0
,Congo (Kinshasa),2020-02-11,0
,Costa Rica,2020-02-11,0
,Cote d'Ivoire,2020-02-11,0
,Croatia,2020-02-11,0
,Diamond Princess,2020-02-11,0
,Cuba,2020-02-11,0
,Cyprus,2020-02-11,0
,Czechia,2020-02-11,0
Faroe Islands,Denmark,2020-02-11,0
Greenland,Denmark,2020-02-11,0
,Denmark,2020-02-11,0
,Djibouti,2020-02-11,0
,Dominica,2020-02-11,0
,Dominican Republic,2020-02-11,0
,Ecuador,2020-02-11,0
,Egypt,2020-02-11,0
,El Salvador,2020-02-11,0
,Equatorial Guinea,2020-02-11,0
,Eritrea,2020-02-11,0
,Estonia,2020-02-11,0
,Eswatini,2020-02-11,0
,Ethiopia,2020-02-11,0
,Fiji,2020-02-11,0
,Finland,2020-02-11,0
French Guiana,France,2020-02-11,0
French Polynesia,France,2020-02-11,0
Guadeloupe,France,2020-02-11,0
Martinique,France,2020-02-11,0
Mayotte,France,2020-02-11,0
New Caledonia,France,2020-02-11,0
Reunion,France,2020-02-11,0
Saint Barthelemy,France,2020-02-11,0
St Martin,France,2020-02-11,0
,France,2020-02-11,0
,Gabon,2020-02-11,0
,Gambia,2020-02-11,0
,Georgia,2020-02-11,0
,Germany,2020-02-11,0
,Ghana,2020-02-11,0
,Grenada,2020-02-11,0
,Greece,2020-02-11,0
,Guatemala,2020-02-11,0
,Guinea,2020-02-11,0
,Guinea-Bissau,2020-02-11,0
,Guyana,2020-02-11,0
,Haiti,2020-02-11,0
,Holy See,2020-02-11,0
,Honduras,2020-02-11,0
,Hungary,2020-02-11,0
,Iceland,2020-02-11,0
,India,2020-02-11,0
,Indonesia,2020-02-11,0
,Iran,2020-02-11,0
,Iraq,2020-02-11,0
,Ireland,2020-02-11,0
,Israel,2020-02-11,0
,Italy,2020-02-11,0
,Jamaica,2020-02-11,0
,Japan,2020-02-11,9
,Jordan,2020-02-11,0
,Kazakhstan,2020-02-11,0
,Kenya,2020-02-11,0
,"Korea, South",2020-02-11,3
,Kuwait,2020-02-11,0
,Kyrgyzstan,2020-02-11,0
,Latvia,2020-02-11,0
,Lebanon,2020-02-11,0
,Liberia,2020-02-11,0
,Libya,2020-02-11,0
,Liechtenstein,2020-02-11,0
,Lithuania,2020-02-11,0
,Luxembourg,2020-02-11,0
,Madagascar,2020-02-11,0
,Malaysia,2020-02-11,3
,Maldives,2020-02-11,0
,Mali,2020-02-11,0
,Malta,2020-02-11,0
,Mauritania,2020-02-11,0
,Mauritius,2020-02-11,0
,Mexico,2020-02-11,0
,Moldova,2020-02-11,0
,Monaco,2020-02-11,0
,Mongolia,2020-02-11,0
,Montenegro,2020-02-11,0
,Morocco,2020-02-11,0
,Mozambique,2020-02-11,0
,Namibia,2020-02-11,0
,Nepal,2020-02-11,0
Aruba,Netherlands,2020-02-11,0
Curacao,Netherlands,2020-02-11,0
Sint Maarten,Netherlands,2020-02-11,0
,Netherlands,2020-02-11,0
,New Zealand,2020-02-11,0
,Nicaragua,2020-02-11,0
,Niger,2020-02-11,0
,Nigeria,2020-02-11,0
,North Macedonia,2020-02-11,0
,Norway,2020-02-11,0
,Oman,2020-02-11,0
,Pakistan,2020-02-11,0
,Panama,2020-02-11,0
,Papua New Guinea,2020-02-11,0
,Paraguay,2020-02-11,0
,Peru,2020-02-11,0
,Philippines,2020-02-11,0
,Poland,2020-02-11,0
,Portugal,2020-02-11,0
,Qatar,2020-02-11,0
,Romania,2020-02-11,0
,Russia,2020-02-11,0
